,Crime ID,Month,LSOA code,Crime type,Ward
3934,6196d5def190c9b0aac01bd0e4fe4f886329a52da51eb143762a11a4545b9d98,2018-04,E01000244,Burglary,Hendon
3935,7e7c0370f3d4112a1883a049e01034c18f5f1ed4f08f2948935a4ed247ef2b39,2018-04,E01000244,Burglary,Hendon
3936,9ca45709f8b3d52ac9378b4b865777c88b9dd3632f3be6ae76e798aae0f8cd29,2018-04,E01000244,Burglary,Hendon
3975,e690851ec8edafb1a02effa94986444edcb97a2e8fa95b2e3b9d782b9f581994,2018-04,E01000314,Burglary,West Hendon
4007,108f8898adf5dbcff0925e1a469278931830bdcc40da1e6847694b478bf4b211,2018-04,E01000183,Burglary,East Finchley
4008,766e24c886f22960d1ac56375627d9d893a36485dd1733670b0c26c2e86dacf7,2018-04,E01000183,Burglary,East Finchley
4012,6218880028dd3c138bbbf2bf3cdb321d4f6602c1e3e2bf3c00383fdbe0adc590,2018-04,E01000206,Burglary,Garden Suburb
4033,587a951a414e3e8f5bbfc224c1ff1a3c4fb75787df006faf496e77c8b45a1e05,2018-04,E01000208,Burglary,Garden Suburb
4052,741f5b9f3776de9d067264d90b33d6e51431b4d57458ba8080fb164929b071a2,2018-04,E01000213,Burglary,Garden Suburb
4085,5908f338a9c1ec849fd2ca4f03c24df19beb42d56ecbfb26341dcf7c6d85afa3,2018-04,E01000310,Burglary,West Hendon
4086,e078a09a328141b9c04e3c63a200807a9d9fe2551a8017814d6e9b55b5ffc608,2018-04,E01000310,Burglary,West Hendon
4101,d3d5e3ab3223972b1465cf16b65d27cef509a0e92829329207803edb86190bfc,2018-04,E01000311,Burglary,West Hendon
4102,92068356024cf063bbd033d630007ece6268a12942885e28081a24b49684393e,2018-04,E01000311,Burglary,West Hendon
4103,f14f569698e4d640e731d6ab21b7e7a3f104212da8a8449a0b1d4383bbeb2aa9,2018-04,E01000311,Burglary,West Hendon
4104,c9f21ddb77f0b8f4c025449f5795ffa66839544826ffc0bac9f6e72a7a506285,2018-04,E01000311,Burglary,West Hendon
4113,f448052274309ab55a478d54287e3ed716864aab5baa3f8fa0953773bb8b55c4,2018-04,E01000205,Burglary,Garden Suburb
4114,cfb938164aecacbe76fe55bb68921e93919e943d07251540693bc2d900149d44,2018-04,E01000205,Burglary,Garden Suburb
4115,e324fab5034b96a8214cfd4ddf34e01c7765c01005e19c80c36daf14cb977e5c,2018-04,E01000205,Burglary,Garden Suburb
4128,46b5c50a9df80482447237c6e297a5182da9cefa8a789a279dff6d26afe16e81,2018-04,E01000211,Burglary,Garden Suburb
4129,6b366ffbe334f9862ae3491147cdcb4ca0f23bd7bf4c6a170c599b20f72ed2eb,2018-04,E01000211,Burglary,Garden Suburb
4130,d7e071dfda5b990ddf56c1b629b2ca050d1f4074ed0fc95a2e16d4964421b438,2018-04,E01000211,Burglary,Garden Suburb
4131,bcf3924836d18118e214417615b63d626d5de3c63505e398a953febb3145a739,2018-04,E01000211,Burglary,Garden Suburb
4153,f0d0eaab113a5f2e4589e91b0b46b5c0a844684198b9a898bb8151376c63bedb,2018-04,E01000212,Burglary,Garden Suburb
4154,3b67476dc284e2ba19d12d8de756c288c9bc743f42cb58f666d4c97a4958f2d7,2018-04,E01000212,Burglary,Garden Suburb
4159,e1697936d3206b5f4384625acdf1edaac226468f52c59e86ff7f2220dde67707,2018-04,E01000216,Burglary,Golders Green
4160,c66b97a23e1c49eb6c043a75a911823e50174270677fed26ce4db526a1d2ddee,2018-04,E01000216,Burglary,Golders Green
4161,d5dda88faa85ddb5416a06c8916ac462b873698bca9356427eb46e6e2d25c98b,2018-04,E01000216,Burglary,Golders Green
4162,d70b26da32b76428f9e0397901cad78d12ee784de7e778e696884cc79b257c4b,2018-04,E01000216,Burglary,Golders Green
4163,71e3a9c45ae2bb6a5440b62484560220cab0d77c4c5fe114b7f88a4f91a88bf3,2018-04,E01000216,Burglary,Golders Green
4164,6fb7bb690b269b84e38aac2e993e06bc869abc2d8ea7af1caf4a2e1542ffe10d,2018-04,E01000216,Burglary,Golders Green
4165,0cd07ad6155e175fd422baa139435bfd426a287a4bd43587c748954fc52f562d,2018-04,E01000216,Burglary,Golders Green
4166,0cae61c3e2b623d82f07cb8cb1e81c953257a1a613323beefca2d79df1206af9,2018-04,E01000216,Burglary,Golders Green
4177,b262e5742b6be97b83dc16afa6484a5d38213268a22809769b2b5cce476a6a96,2018-04,E01000217,Burglary,Golders Green
4185,484fbeb0b99bedf6dcbacab32fa17a00a7f47448ddce9df9130a059a099477c6,2018-04,E01000150,Burglary,Colindale
4194,8d669e7e60f89d4a12326be6ad1b9a68dec88bdd0c982473dab43cbec5a96a1e,2018-04,E01000305,Burglary,West Hendon
4195,83ae1bb7c0a4e1fcbf70f1449110c33fb89045d781686310b3f5122356f0c2fc,2018-04,E01000305,Burglary,West Hendon
4196,771c9ad24ae17c4c51ef0b4a1af6217e07a56d2af8c19a572122bde2b19814a4,2018-04,E01000305,Burglary,West Hendon
4225,9338bc334617d840f49f08f761ff99e9ac91997653b77baab869018774971eed,2018-04,E01000308,Burglary,West Hendon
4226,0aaeeda1a57ca8feb31032db288e8f3ccd225591c5e117e0159f9f304137d36e,2018-04,E01000308,Burglary,West Hendon
4227,25a4d4f1ec9f6e56b8a03439e4819b261171a5a84f1a1892e44b9a06c70fbee8,2018-04,E01000308,Burglary,West Hendon
4228,6d2aeb33a0aeba44c9bde16d0ba4ec2a1d150313f46187aca92d039f5955085b,2018-04,E01000308,Burglary,West Hendon
4229,453e13bd9c46b3ce965cb3607fdb6270fe0fe559997f8ea47307fedbeab68158,2018-04,E01000308,Burglary,West Hendon
4258,0b143b58525e407309a32020ce0a0a634133148407491c8c9f606c394474c1f6,2018-04,E01000145,Burglary,Childs Hill
4259,5b934d29f27fbd536aea74e51b14c76dd3fa059b1c2124759a0ecc71c1ea55af,2018-04,E01000145,Burglary,Childs Hill
4269,0ab24873bd9135b5144465ab64b5b9c7a6dc8da363817d8483a821c68b952f79,2018-04,E01000218,Burglary,Golders Green
4270,45e5c4e49b9e5902e17ca186b9e897c67c76470881d56730c429f205862052ce,2018-04,E01000218,Burglary,Golders Green
4279,296080239a41059ffa9638463509b281af1d4eeec02f7ed2f14360a8673573e2,2018-04,E01000219,Burglary,Golders Green
4280,420f9af74df6dd220ce01779ed5bfa2460016df9881ba867abc9193cbcb3d31a,2018-04,E01000219,Burglary,Golders Green
4281,367fd636e081dd3d082380663eda12f605b6fc5e5e5d4f925dc8fc207cd8dcd0,2018-04,E01000219,Burglary,Golders Green
4282,d29f1132ada5c5d0952d64c9437a88269fca2d16ec0d6e6f0e134eb755ba8620,2018-04,E01000219,Burglary,Golders Green
4306,ab16ffd590b1035e27506b55a8eb42a8185e5d52d5f79e683e933b3c498f41dd,2018-04,E01000225,Burglary,Golders Green
4307,ecf0d028741929bde4ed13e7f4b4429938b80214b7890b905bd73a9dfa60e4c9,2018-04,E01000225,Burglary,Golders Green
4308,464800de365388b5e6af1ee04abf4351a3083378b2cbaa6b0c4f965852125875,2018-04,E01000225,Burglary,Golders Green
4309,91ece308c9f8be6a73d962c4338468b3ff08900d58675ac8501a1e23452d9bf9,2018-04,E01000225,Burglary,Golders Green
4321,92d5dbd8a6b46b129af3ab0df016dc3c246dc5cee099ac5cc41d935a19607621,2018-04,E01000135,Burglary,Childs Hill
4329,a49d85e4169f1a8196c1eaffdd52914d7875a02fee89b97275cd7cf97ef04e44,2018-04,E01000136,Burglary,Childs Hill
4330,b9aa4fb40b702e20f8818c694ea1e3323e7c162a06181ef536024579c6b8316a,2018-04,E01000136,Burglary,Childs Hill
4348,069947a48ba0f8febd9165287fb84ebbd98b7f527e28e892f6e068edce641c1c,2018-04,E01000144,Burglary,Childs Hill
4369,16ef7be6aa23ec767eb66acc064f0e9e5c4a709700ee7416eb1f8e0830db0eec,2018-04,E01000146,Burglary,Childs Hill
4370,18fd7a15c2e6a76ab06c47ae457626fd5bdadde2ac9ad5d11782f6062cea971e,2018-04,E01000146,Burglary,Childs Hill
4371,ba03a1d067306f888c4e3aa86d9c57e97bf42df94e659fa7c43d5c7796f725ca,2018-04,E01000146,Burglary,Childs Hill
4372,8316b7b7bed0f4c18075342eedea1df397993b4aac027f9c8341826205140064,2018-04,E01000146,Burglary,Childs Hill
4373,fd12b33d9b25fdbc1871d5ced94a0af5baf568e04916ef1eebee093c3828b154,2018-04,E01000146,Burglary,Childs Hill
4374,fc94a2aa033eabd61e224e1d8302d4125d2c9a91f3fa73dc46605ab41361c841,2018-04,E01000146,Burglary,Childs Hill
4375,285bc828b646baab8f42ba79d47c250e89292484f373186afe7c584fd9b840bc,2018-04,E01000146,Burglary,Childs Hill
4376,1a68e816702ba7a2b5bed1352b2377379fcd91b26c79cd4e2bfed078da04d5e9,2018-04,E01000146,Burglary,Childs Hill
4442,17a56bcc369bd14c1b8a4e1c124ea99a920d3f72a67842217da76d126ab1be9e,2018-04,E01000141,Burglary,Childs Hill
4443,838d35bf3f8c3ef4e77e427cfa903cc88de1f7aaa8a808a68946ed3b4ad06a90,2018-04,E01000141,Burglary,Childs Hill
4444,c990691c3b6b81922c30cfd7fd7831dc813660b77582fdef25dcfd3d06ce1777,2018-04,E01000141,Burglary,Childs Hill
4503,02590acc56cefa62bdc22c739e01990b81cfd9e40c72e7b97fbe6fac5267e86b,2018-04,E01000221,Burglary,Golders Green
4521,76f2805720d8921cc8f6d69f42f55e60659a827acc2d124002a88183f5b89810,2018-04,E01000223,Burglary,Golders Green
4522,ddc9c0a44906e9b8623dec25306fa8dad00a083cb5924f620e10b390368432ce,2018-04,E01000223,Burglary,Golders Green
4559,c8287ae7179793e455e1cfdf566d76d90c85987f5051d79b234c248eeca5586e,2018-04,E01000307,Burglary,West Hendon
4560,5003bff4fc747c5a2b958dc8b008fec43e9812ba68fb90e187a48103ca943dcf,2018-04,E01000307,Burglary,West Hendon
4561,d78faa9b8dff76c926d6c1b33473b6abf6b625e6a47960ef29cecff738e3dc1e,2018-04,E01000307,Burglary,West Hendon
4656,56ea7b31ed3b401083b3c3aa5c1f1bff06af3d7531b1d9ccd19663c35157c15d,2018-04,E01000138,Burglary,Childs Hill
4657,08f3efb19fbcd1790f4c37418b156913d6ee49178e4c2866206eda5b1cc869fa,2018-04,E01000138,Burglary,Childs Hill
4671,3d63ac675349bd01aeb8bd7c994bf170643d364a18bad749960647a679559702,2018-04,E01000142,Burglary,Childs Hill
4683,b42c2de0b79b544998e2351f34ded9205dd5ea23e60a4c2d5a56dd6a1e98b159,2018-04,E01000222,Burglary,Golders Green
4702,9859774405246e76e578f39df3b014933f51d16170fab12b8a860aca15d554e8,2018-04,E01000224,Burglary,Golders Green
4715,1c50778f654f721a5eede6ce7113b287bb367c093be506c1a1db6127a5984d07,2018-04,E01000139,Burglary,Childs Hill
4716,f75f12da23c94830d24a4ddf7293f3e9af58dd3734276302c957e3ad2e729ffb,2018-04,E01000139,Burglary,Childs Hill
4721,395810a405778ca685dc1c5c7a61f9748a36f35a6e449fce007ae8d00c176b40,2018-04,E01000140,Burglary,Childs Hill
4722,c78fb9e3bbb2d6ac07fb686d2ede9a90941b0b3a5625050f6e04fb53d7e8383b,2018-04,E01000140,Burglary,Childs Hill
4723,3ec7c8832a54064c9d3d35c5e984e7e8e6ef900c3c1c814061ee931cf7aac078,2018-04,E01000140,Burglary,Childs Hill
4724,0ef0ea8af748e5cbb2d5a9dba2b7ecb10c3d7702956d1069ecd64626601e86c6,2018-04,E01000140,Burglary,Childs Hill
4725,0fb1998f8868eb1dbff95e042f18794d1854a4559ef783e6702f65f49d54cad2,2018-04,E01000140,Burglary,Childs Hill
4726,24265cfd150df9a422b3a757252d403eb7fb8044d93c083b63d51c8bb1a4b6c9,2018-04,E01000140,Burglary,Childs Hill
4727,81fab3eb3cb3f27970debfa65967de235dee570b6b141feefd5d4b5b750cb200,2018-04,E01000140,Burglary,Childs Hill
1861,41f1d4208bd1fa72c7fac4c6021cf8af10288c5ec4e76f5a63845d1b577a3ebd,2018-05,E01000248,Burglary,High Barnet
1862,1843c24aa3bd114c676b694a24abda3adbffeb676cbda6edd0942d79605783d7,2018-05,E01000248,Burglary,High Barnet
1889,98940a974ecd26eb2455d1719848875671472467420794942c63bc5172047f9d,2018-05,E01000250,Burglary,High Barnet
1890,664ebf8df34c59748d37d9fbe7e611bc4104fe69ea7c4ebe729bc45aad6d135c,2018-05,E01000250,Burglary,High Barnet
1891,416f6c2e8391eb3eeffbb8d51df8d283c37b43eefacc69efc3472d9653bf0b3c,2018-05,E01000250,Burglary,High Barnet
1892,73d3569c8bb84b716ef19b71e3c8390f067a61d392db4df52f1583be027332c7,2018-05,E01000250,Burglary,High Barnet
1893,b2484f508a20a7825443d60fbc9d252df03c9bfe459da5960e81431f43048bab,2018-05,E01000250,Burglary,High Barnet
1894,b0b640dec870b939a1795b6489569d6647829a3b8d15a7529476db5f6f570924,2018-05,E01000250,Burglary,High Barnet
1921,1382523882287244204dcdfa7a2aa5016b5eae7289c47bf194c03c43953b12cb,2018-05,E01000254,Burglary,High Barnet
1922,d588a5828782c1d6e0d121f994fd5ae3ca16a911b3d3ce316c27cfe907b73ea6,2018-05,E01000254,Burglary,High Barnet
1941,7bab6c4cf13b9eb18a90332333f747ab542d79d9b9ea142f5b5027f4a689b7f2,2018-05,E01000167,Burglary,East Barnet
1962,0cdfb4c9cca0b103846bea2a0becf78a05402dea0444fddee27c91e4188c048b,2018-05,E01000247,Burglary,High Barnet
1970,43e4dcef40c0896a16e3d63b196947e92467c0ba05d372cd0a7a878e9bce1756,2018-05,E01000251,Burglary,High Barnet
1971,e0ae43c078e20a6c802911e8c290baea085408a3011ad3e473c597a487227626,2018-05,E01000251,Burglary,High Barnet
1972,ce1e4d404b8c76661c8c79610573693f73ddd1461b91f339316b2d70da0f56cc,2018-05,E01000251,Burglary,High Barnet
1985,bdfd9660d8051e8a23042a44d80701cec17dc738fd4c9dacbb75bbbbc7c69204,2018-05,E01000252,Burglary,High Barnet
1991,edec15da218502c1b1fa1f27d4505155cd5b355ae532dd940403369c0061e2f5,2018-05,E01000166,Burglary,East Barnet
1992,ffb2beeadf58067063c21d63bbb77ce9d53a7e9c64f34f32af381ebce491fdb3,2018-05,E01000166,Burglary,East Barnet
1996,5c568a28fc488918a71c641999b6fbfbbb25b8d7b5fa6b1a2d6880aff25d4301,2018-05,E01000168,Burglary,East Barnet
1997,5e163d03dad394a3ce98d62ddb807367d4a978e244fcfa8015207e560def4136,2018-05,E01000168,Burglary,East Barnet
2004,44d1adf8e5325b4d5a35c1d98b0e7cc061452c9e6615ebe0338717f80c0e1a27,2018-05,E01000172,Burglary,East Barnet
2005,fffa1db1bf9909fa91946f18afc2bcecbb6540df4bb54dec216f3c09267e3f67,2018-05,E01000172,Burglary,East Barnet
2019,eab2c70e120c1f907e714f396b0224cb125a37602660bf765ca06716eaa34fce,2018-05,E01000288,Burglary,Underhill
2028,1090d357f2aa2a9b8ce2f6375fc82d2546af10e536064cf0d3460365547ff24f,2018-05,E01000289,Burglary,Underhill
2029,35132410325657c7c872f8a40a8aff428738c64c57f06b5a1940377742b0855b,2018-05,E01000289,Burglary,Underhill
2058,8d11a196909e2b8b3e1284d6da1ea15c867924f66d014c53bd4a14adaa26d497,2018-05,E01000268,Burglary,Oakleigh
2059,59ec292412c2158d516fa9e3e047e152128c0675adfcd736f17ee4881444acef,2018-05,E01000268,Burglary,Oakleigh
2060,2b47336740a14b4d5661a3bd73eaf65356428e2c11ee4eafc9b7002032999ca0,2018-05,E01000268,Burglary,Oakleigh
2078,b329e25bba0dfedd8ba94248454805d26ae95381258fad75f9b1a7e29060a145,2018-05,E01000270,Burglary,Oakleigh
2129,d8f16ff8ce113f43f932915c8a3c4a22e8d9e0658762e463995cf076365580da,2018-05,E01000173,Burglary,East Barnet
2144,835579943eb29fb99f72c3897b1cb3121d468cec16f648d19794348f6038d23e,2018-05,E01000175,Burglary,East Barnet
2154,206ead6d34715be8d696614d50af6a8c76b4627ad9a9d56d48ec883f96bbcf09,2018-05,E01000228,Burglary,Hale
2159,d9e3fb6aca06961898efad2da08ed5d8dd48ab03dd9a849eb53fe7181ad353cf,2018-05,E01000253,Burglary,High Barnet
2185,0252dfc982ea5d9ff5531afcc1eb2b20e0a15f807b79048fe247df7bfd8ad828,2018-05,E01000280,Burglary,Totteridge
2186,0f874fc9cc1b3ad333cd25e3c838bf3eb355d536475623745933c06b1d4b2ebc,2018-05,E01000280,Burglary,Totteridge
2187,124fc8180d375936a3e8df58015c0f39d5cdca3ddf0e44d0f0eabc460facf081,2018-05,E01000280,Burglary,Totteridge
2196,828da6d744460b0315cfb2b42796980a61d2aae4de43519ea9c0dd0d35ec87b7,2018-05,E01000286,Burglary,Underhill
2219,e002ae3a03a69b3b9801e5a698d6d0d8f06ff80e9fe353c8824fff7282c00b9b,2018-05,E01000271,Burglary,Oakleigh
2220,6932bb5896803c04deca30d699c18c6c271f336736fc2ff11f67b66af5935170,2018-05,E01000271,Burglary,Oakleigh
2228,2028f4beb9d9974d0e57d49b9da55294103ce02f2b17ef7271bf71c68a7f0b06,2018-05,E01000272,Burglary,Oakleigh
2229,0def258c8eda1010466a0ae82ba8c54ce245cbff979916b9c9b1d6d7819c3a90,2018-05,E01000272,Burglary,Oakleigh
2235,1400ebe50cfbc2866003ee31b8fdf40a1b75b0f0066bfefe26da29e73a31bb52,2018-05,E01000273,Burglary,Oakleigh
2243,ed87ef20cd95b0dcf6b5374242680e1d1a3851b689eeff36dcd26734de466722,2018-05,E01000281,Burglary,Totteridge
2244,da7e643c70b6f04bd45b7ecb0e7b3e964b4c302ae85237edec8824cc7eca8820,2018-05,E01000281,Burglary,Totteridge
2260,725bcbec894e354934d61ff7afbf52c807db449f55229c78fad637c348323c4a,2018-05,E01000282,Burglary,Totteridge
2265,bf94daa987278c7344da31cef02d4a073048fb78e60ef8110da55047996537a7,2018-05,E01000115,Burglary,Brunswick Park
2277,ecd0e18df53dd77ca436498477a0a872cccbd2129010d50effa4876fb162f15e,2018-05,E01000116,Burglary,Brunswick Park
2286,8359b80073e50cf827a7809fcccff0a1402ccad8cbe77dc62c8334e14013b18b,2018-05,E01000120,Burglary,Brunswick Park
2287,d14496c9e55f16465915d77ae27e72f26f659c956fc0c04ccda39bcb68a4a90d,2018-05,E01000120,Burglary,Brunswick Park
2293,dac9a39fb4430a7518ed87f1e300750f0fd8cd3d85e2bce74a1c37e2a4ea6952,2018-05,E01000122,Burglary,Brunswick Park
2294,991fa34572f5a8e275bd4da268e84b5a19b75f1fafac6371ead3af8bbd981457,2018-05,E01000122,Burglary,Brunswick Park
2310,7e70df132d169a775cc05a6498fb1ff4ca54b9da507f1886a352937b57ed5ecd,2018-05,E01000118,Burglary,Brunswick Park
2319,ef8971f426afce0105086de95cd8f9da565dda409c428f83a517531d657156b8,2018-05,E01000121,Burglary,Brunswick Park
2320,425dd9d50747afd6faa9acbb3b9439f7de35ce9852b63b635b30b169df42ccd4,2018-05,E01000121,Burglary,Brunswick Park
2331,ab4f0ce23abf9705ab721952eeb0388c183ad276c858af664f738f9f2a67aab1,2018-05,E01000123,Burglary,Brunswick Park
2343,0107f89659f059147526f9aad94730423162c73428d2fdbc8618141417e77aca,2018-05,E01000124,Burglary,Brunswick Park
2344,4e35409eadd3b80f036b92d69b8d2bc103774c0f09cc93839d60ed059ac34ffc,2018-05,E01000124,Burglary,Brunswick Park
2345,59a4ac8342670272d391d76d52e1149a9220d97081993a1f73fee1fc9106f605,2018-05,E01000124,Burglary,Brunswick Park
2385,b2b0e0bfb18aa511d9f9f59f2dc80e45f2d2c9c9ac29ca40620ad063dfaf8a68,2018-05,E01000266,Burglary,Oakleigh
2390,ec49b4c5b1e3fdb141743fb64b8a62d48b99f9eb26481641791a4c67b7ef8e5a,2018-05,E01000274,Burglary,Oakleigh
2401,32b9b537378c8e2891689703595e30eb911049bf2fbf492c7ca5310d61500db4,2018-05,E01000320,Burglary,Woodhouse
2412,656e85c008b65b161a886e568750c4b27d05f3add2a8973d0180f867eefb892a,2018-05,E01000322,Burglary,Woodhouse
2413,62e8db1e9e3432e27f23b135cf807f4f8f10b01390f0a5f14a085d888be2d8ee,2018-05,E01000322,Burglary,Woodhouse
2431,95e4df3827880ad30d0700c47826b53c7a3999aac16466d2a92225bfbc37ba4d,2018-05,E01000275,Burglary,Totteridge
2432,fea5782863208396f21c5288f21b5882da419b8868382fc6bd1b1ac32af636f2,2018-05,E01000275,Burglary,Totteridge
2433,7d5b54d875419a483bb6886b737f4d0e18504192215535c5088b5378410ab7e1,2018-05,E01000275,Burglary,Totteridge
2447,cd2054ac69a6b5c34954e819390cc67804331b3f8cb9d7db9270f20afa1de60e,2018-05,E01000283,Burglary,Totteridge
2465,07a9541e39db431672422132245585cb9918a083bff74a915f693c96195a1114,2018-05,E01000284,Burglary,Totteridge
2472,bcb0fe2b924bdad3c9ae2839c0b8175df2686bc77a2d3da54419d844cdb9c8b5,2018-05,E01000321,Burglary,Woodhouse
2473,4d400921517ed822c28d2a39eac5c24614d828d2c2374fe894dc149cd37879e2,2018-05,E01000321,Burglary,Woodhouse
2493,f8705a63982dbf5fc2e07a6ca4de53d8bc4bdf0257d545a8c30f1c19b43862ac,2018-05,E01000195,Burglary,Edgware
2494,2da0b4efbdc9027d1ef4ea31d970f3b5f7e46b753e4dd5d24b9f4bf4a4b6be43,2018-05,E01000195,Burglary,Edgware
2495,b5bc369e826a1093ef2b81603f8a6080e616b70424339303f6faf4c1cebea7a3,2018-05,E01000195,Burglary,Edgware
2515,6b868910cb7b053125f2a6154486f59894e4813f44eaa68c1dd84f392d055ced,2018-05,E01000230,Burglary,Hale
2525,e79cc2a686dc3a0e408e54c06e08ce2e8ab0a4725e52daf154922404322561fa,2018-05,E01000231,Burglary,Hale
2550,1a33d1146ff20fbfa6c74f712a6180044e70b67feb9a9a84da57ea84c0742923,2018-05,E01000233,Burglary,Hale
2551,fd7b2ec6cd7c456b9fdb4c5d724ced1aaa9683ac08001a1db581bb938cf0ce74,2018-05,E01000233,Burglary,Hale
2557,32d39393d7ce0ebffbd0eb83a31cea47a28a1bc797020e5d4a6e499c2bf02177,2018-05,E01000186,Burglary,Edgware
2559,26d7710cd511726e0be55f0f0e0276725c912179e1a665db0280e91a00959b13,2018-05,E01000187,Burglary,Edgware
2566,700337f5f026759277de15f54278d1d260a65ea1708081c8f406c3e25d01ac75,2018-05,E01000188,Burglary,Edgware
2594,3ac9fcb27927d27b51fde4093688a893351c347e215475188e32245d9fef726b,2018-05,E01000190,Burglary,Edgware
2600,030ddb71c6c26d525486492b8ddb2211e42be7e1b1394d84c315a6f893ea0720,2018-05,E01000191,Burglary,Edgware
2620,0f4266c202ea68c9cfdb54768a7fcfb387a17121c2a2d2486ef4d047f30eddd8,2018-05,E01000159,Burglary,Coppetts
2632,3d758e4c4b15014344076e39d7dfe536c4d6d73743101e5ca844fa6d0c69348d,2018-05,E01000160,Burglary,Coppetts
2655,f3a77d44fab0d96d5ee3809b261d66651330a1b72a577e8598b1ecf5a6762d92,2018-05,E01000161,Burglary,Coppetts
2656,2a0c47b35737f141db7972bd4edb5075ef129974f7c845aa949e429afd357c91,2018-05,E01000161,Burglary,Coppetts
2657,d618c2b35baa53e1bf13adae185d4997686e333345d84157d7044a2dcbc8c937,2018-05,E01000161,Burglary,Coppetts
2658,8ecad89d8caca1396d54c9ceb0d6db623f43a7e37252b6c7b134f2c03ab75d5c,2018-05,E01000161,Burglary,Coppetts
2677,28bc20a28faf7f123faf1d41808456fa0db19c78f2d79066d359237811a4805a,2018-05,E01000162,Burglary,Coppetts
2678,3ceb0aabe6d01ec2f435feb2503752e0fb468afa71080ef46c2a5d3d39c4d943,2018-05,E01000162,Burglary,Coppetts
2679,1e67df33b7365f1e8a8d0a1ec0a2d47df31191f6d717b532a21a06f3b76cbf6f,2018-05,E01000162,Burglary,Coppetts
2691,640ab8a0ec40f18408c849c7bfda5cc9db9c623e350d03b5028377832f43894f,2018-05,E01000324,Burglary,Woodhouse
2692,c26f24661db070a7bbb46c8e8aeee1baa559f39223955826665d9df2040436d8,2018-05,E01000324,Burglary,Woodhouse
2699,2778be7b546e94cf364d466f58a7b3cd4c584c10fc85fb1848680926061840c8,2018-05,E01000256,Burglary,Mill Hill
2717,9a6cc17181d5c96d030c280fc442dad9528f1e95487a52172104e9c0cf694657,2018-05,E01000258,Burglary,Mill Hill
2718,619b6b5570599dffb05b1a12d29a123b947c4b3587f443286ca32f436b5889b1,2018-05,E01000258,Burglary,Mill Hill
2744,1683cf6e21cb880d7ef5395bc12d8a9ccf33329e0e0c076df98c2df14d30f788,2018-05,E01000263,Burglary,Mill Hill
2756,ad8b01b13d95197853ed7c1a46cc33aea64d5ed0e65fe4d521afd90c873e8ea6,2018-05,E01000264,Burglary,Mill Hill
2757,4c8b16dcdcaee01d0ed053c2fedf4561380e81f3f640c3c2b81e00caf0aca94f,2018-05,E01000264,Burglary,Mill Hill
2774,d115b4097e17a9d07a754e11cab82fa6af103242b6a25292b0247689aab17128,2018-05,E01000255,Burglary,Mill Hill
2784,a7c24f8d08933f65cf2b6d5b9092c5e04a449dc5819cb3a52e9f8f0618cd93ef,2018-05,E01000257,Burglary,Mill Hill
2785,2dd0c1aea403bee2e403bb3e503c0338613b4eb999c712d9b509b63713bd300c,2018-05,E01000257,Burglary,Mill Hill
2801,6626a66fb6566a16ec8fc8617b8e0164f36684b9abf267f1fd519c2febd0a131,2018-05,E01000261,Burglary,Mill Hill
2802,8b4498296e685111c9b0804e67e1f0cea427cec7389bfde0e61c07c8cb596579,2018-05,E01000261,Burglary,Mill Hill
2811,2e2c3c44dfa920d2495a507ba7a680fb221015de36e03b6c4f95ff39bbe4a10e,2018-05,E01000262,Burglary,Mill Hill
2844,50bd53cad21758df29b4b467f60d56a560006cad662cedd88512dcdff88eb1cf,2018-05,E01000193,Burglary,Edgware
2879,79f40a942d3e6f2c2d920c27bdc2649e310a8c64560c6075ae7be52a110ff042,2018-05,E01000194,Burglary,Edgware
2880,5a07f56e7f9182066c098044119eb106237cec413aacc9cf19cf41adea58cabb,2018-05,E01000194,Burglary,Edgware
2910,3a48215b42f8ccd2804efc1fdd0d14a6c26d0201951acfe8b59f2d7a4d728d01,2018-05,E01000227,Burglary,Hale
2911,cdea4b1758c209b9eeea42645134f438958e4c59e719b66f528e0567d335f734,2018-05,E01000227,Burglary,Hale
2967,b1159e8fe00f6df0e86b44a5010fab7265c1555eaecb978c97c041639ed030d9,2018-05,E01000302,Burglary,West Finchley
2968,d4865ecb2cde5a8a273b7eb33294ba17b570e81bb6e13fcf3e3cc9ecb7e8a714,2018-05,E01000302,Burglary,West Finchley
2983,b325bb738a1e47f39cc67d69af51ae35409bb0a1b15a5783af94011faed895e0,2018-05,E01000317,Burglary,Woodhouse
2984,a4cc14a61acc816eec72190002337b2d65e889e0048419cb33c9b8c1c45c1d46,2018-05,E01000317,Burglary,Woodhouse
2985,51b6a0f3a2d2aa7e560b96fa4854be38847e3be151abaa458186e9451cb3cd80,2018-05,E01000317,Burglary,Woodhouse
3000,845fc4d4eba003d30707a920efcafd0c8f3fad8c5ae1dfa2d128cb2811ff58b0,2018-05,E01000318,Burglary,Woodhouse
3016,c6b3e01cb1c0aebd2d00ad10a37536b151aa9d420d45d7f8bdb36656463c8c1f,2018-05,E01000323,Burglary,Woodhouse
3046,e3904333e2d60a221273f56e5ace5d5fcd90ff88dbde14d1c9ef045fb82a290d,2018-05,E01000278,Burglary,Totteridge
3052,ba770b7c5bd4901f8cba2c92842849c4befb65b376365ac968e1b9eb7e226e09,2018-05,E01000301,Burglary,West Finchley
